ID,ARTICULO,COD. PROV,COSTO,$ VENTA1,$ VENTA 2,MARCA,ITEM,Items,Stock,PROVEEDOR,NRO DE CLIENTE
37022,"MANGUERA NEGRA 1 1/2"" K6 ROLLO",079000043,258145.06900000002,335589.0,369147.0,SIN ASIGNAR,MANGUERA NEGRA,MANGUERA NEGRA,0.0,TUBONOR (PROVEEDOR),3706
37023,"MANGUERA NEGRA 1 1/4"" K6 X 100 MT",079000033,169402.242,220223.0,242245.0,SIN ASIGNAR,MANGUERA NEGRA,MANGUERA NEGRA,0.0,TUBONOR (PROVEEDOR),3706
37025,"MANGUERA NEGRA 2"" K6 X MT",079000053,5709.96,7423.0,8165.0,SIN ASIGNAR,MANGUERA NEGRA,MANGUERA NEGRA,100.0,TUBONOR (PROVEEDOR),3706
38001,"GALV CODO HH 1/2""",072000076,920.601,1197.0,1316.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,19.0,TUBONOR (PROVEEDOR),3706
38002,"GALV CODO HH 3/4""",072000078,1335.622,1736.0,1910.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38003,"GALV CODO HH 1""",072000080,2492.884,3241.0,3565.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38004,"GALV CODO MH 1/2""",072000128,1211.632,1575.0,1733.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38005,"GALV CODO MH 3/4""",072000129,1536.653,1998.0,2197.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38006,"GALV CODO MH 1""",072000130,2758.433,3586.0,3945.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38007,"GALV CODOHH 3/4"" X 1/2""",072000093,1574.217,2046.0,2251.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38008,"GALV CODO HH 1"" X 3/4""",072000094,2408.55,3131.0,3444.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38009,"GALV TEE 1/2""",072000147,1491.836,1939.0,2133.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38010,"GALV TEE 3/4""",072000148,2144.844,2788.0,3067.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38011,"GALV TEE 1""",072000149,3213.833,4178.0,4596.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38012,"GALV TEE 3/4"" X 1/2""",072000158,2762.784,3592.0,3951.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38013,"GALV TEE 1"" X 3/4""",072000159,2819.6040000000003,3665.0,4032.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38014,"GALV UNION DOBLE 1/2""",072000356,4149.534,5394.0,5934.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38015,"GALV UNION DOBLE 3/4""",072000358,4708.309,6121.0,6733.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38016,"GALV UNION DOBLE 1""",072000360,5852.595,7608.0,8369.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,5.0,TUBONOR (PROVEEDOR),3706
38017,"GALV CUPLA 1/2""",072000232,952.115,1238.0,1362.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38018,"GALV CUPLA 3/4""",072000234,1320.038,1716.0,1888.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,23.0,TUBONOR (PROVEEDOR),3706
38019,"GALV CUPLA 1""",072000236,1831.604,2381.0,2619.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,3.0,TUBONOR (PROVEEDOR),3706
38020,"GALV ENTREROSCA 1/2""",072000252,1270.295,1651.0,1817.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,20.0,TUBONOR (PROVEEDOR),3706
38021,"GALV ENTREROSCA 3/4""",072000254,1311.792,1705.0,1876.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38022,"GALV ENTREROSCA 1""",072000256,1643.275,2136.0,2350.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38023,"GALV TAPON M 1/2""",072000272,620.135,806.0,887.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38024,"GALV TAPON M 3/4""",072000274,954.6370000000001,1241.0,1365.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38025,"GALV TAPON M 1""",072000276,1601.5420000000001,2082.0,2290.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38026,"GALV TAPA H 1/2""",072000290,1011.457,1315.0,1446.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38027,"GALV TAPA H 3/4""",072000292,1214.05,1578.0,1736.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38028,"GALV TAPA H 1""",072000294,1660.969,2159.0,2375.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38029,"GALV BUJE 3/4"" X 1/2""",072000204,834.379,1085.0,1193.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38030,"GALV BUJE 1"" X 3/4""",072000205,1200.028,1560.0,1716.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38031,"GALV BUJE 1"" X 1/2""",072000206,1613.088,2097.0,2307.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38032,"GALV NIPLE 6 CM 1/2""",072000388,463.032,602.0,662.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38033,"GALV NIPLE 6 CM 3/4""",072000390,590.51,768.0,844.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38034,"GALV NIPLE 8 CM 1/2""",072000406,734.049,954.0,1050.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38035,"GALV NIPLE 8 CM 3/4""",072000408,917.844,1193.0,1313.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38036,"GALV NIPLE 10 CM 1/2""",072000418,935.61,1216.0,1338.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,18.0,TUBONOR (PROVEEDOR),3706
38037,"GALV NIPLE 10 CM 3/4""",072000420,1150.631,1496.0,1645.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38038,"GALV NIPLE 12 CM 1/2""",072000432,1180.727,1535.0,1688.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38039,"GALV NIPLE 12 CM 3/4""",072000434,1461.597,1900.0,2090.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38040,"GALV NIPLE 15 CM 1/2""",072000448,1378.458,1792.0,1971.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38041,"GALV NIPLE 15 CM 3/4""",072000450,1747.414,2272.0,2499.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38042,"GALV NIPLE 20 CM 1/2""",072000502,1817.863,2363.0,2600.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38043,"GALV NIPLE 20 CM 3/4 """,072000503,2320.635,3017.0,3319.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-2.0,TUBONOR (PROVEEDOR),3706
38044,"GALV CONEXION LARGA 1/2""",,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38045,"GALV CONEXION LARGA 3/4""",,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38046,"GALV CAÑO 1/2"" X 6.40 MTS",072000460,34188.436,41026.0,45129.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38047,"GALV CAÑO 3/4"" X 6.40 MTS",072000465,45258.089,54310.0,59741.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38048,"GALV CAÑO 1/2"" -(X MTS)",072000460,6837.687,8205.0,9026.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38049,"GALV CAÑO 3/4"" -(X MTS)",072000465,9051.618,10862.0,11948.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38050,"GALV CURVA MH 45º 2 1/2""",072000052,29797.98,38737.0,42611.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38052,coeficiente,,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38053,dolar,,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38054,"GALV CAÑO 1 "" X 6.40 MTS",072000470,65693.315,78832.0,86715.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38055,"GALV TEE 2 1/2 """,072000153,19774.674,25707.0,28278.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38056,"GALV CODO HH 2 1/2""",072000087,15291.122000000001,19878.0,21866.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38057,"GALV NIPLE 10 CM 2 1/2""",072000429,4350.612,5656.0,6221.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,1.0,TUBONOR (PROVEEDOR),3706
38058,"GALV CAÑO 2"" X 6.40 MTS",072000485,127854.11,153425.0,168767.0,CAÑO GALVANIZADO,OFERTA,OFERTA,1.0,TUBONOR (PROVEEDOR),3706
38059,"GALV CODO HH 1 1/4""",072000082,4052.217,5268.0,5795.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,2.0,TUBONOR (PROVEEDOR),3706
38060,"CUPLA REDUCCION 3/4 X 1/2 """,072000245,1274.555,1657.0,1823.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38061,CUPLA REDUCCION 1 X 3/4,072000246,1720.0620000000001,2236.0,2460.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38062,"CUPLA REDUCCION 1 X 1/2 """,072000247,1736.267,2257.0,2483.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-9.0,TUBONOR (PROVEEDOR),3706
38063,"GALV CAÑO 1 1/2"" X 6.40 MTS",072000480,95248.144,114298.0,125728.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38064,"GALV NIPLE 20 CM 4 """,072000510,27392.227,35610.0,39171.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38065,"GALV TEE 1 1/4""",072000150,5430.166,7059.0,7765.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,1.0,TUBONOR (PROVEEDOR),3706
38066,"GALV NIPLE 10 CM 2""",072000428,3899.132,5069.0,5576.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38067,"GALV CAÑO 4"" X 6.40 MTS",072000495,316652.45,379983.0,417981.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38068,"GALV ENTREROSCA 4""",072000265,30912.106,40186.0,44204.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,10.0,TUBONOR (PROVEEDOR),3706
38069,"GALV NIPLE 15 CM 2 1/2""",072000457,6262.610000000001,8141.0,8956.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,3.0,TUBONOR (PROVEEDOR),3706
38070,"GALV NIPLE 15 CM 3""",072000458,15213.125,19777.0,21755.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38071,"GALV NIPLE 50 CM X 3""",27.30.25.10,46934.823000000004,70402.0,77442.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,GUIDOLI - FLORIO S.R.L.,3617
38072,"GALV CAÑO 1 1/4"" X 6.40 MTS",072000475,80272.32400000001,96327.0,105959.0,CAÑO GALVANIZADO,OFERTA,OFERTA,10.0,TUBONOR (PROVEEDOR),3706
38073,"GALV CAÑO 2 1/2""  X 6.40 MTS",072000490,170992.58000000002,205191.0,225710.0,CAÑO GALVANIZADO,OFERTA,OFERTA,0.0,TUBONOR (PROVEEDOR),3706
38074,"GALV CURVA HH 45º 2 1/2 """,072000066,28218.974000000002,36685.0,40353.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,2.0,TUBONOR (PROVEEDOR),3706
38075,GALV TUERCA PLANA 1/2,,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38076,GALV TUERCA PLANA 3/4,,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38077,"GALV CURVA HH 45º 2""",072000065,16742.173,21765.0,23941.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,15.0,TUBONOR (PROVEEDOR),3706
38078,"GALV UNION DOBLE 2""",072000366,16037.063,20848.0,22933.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,1.0,TUBONOR (PROVEEDOR),3706
38079,"GALV ENTREROSCA 2""",072000262,5898.1630000000005,7668.0,8434.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,3.0,TUBONOR (PROVEEDOR),3706
38080,"GALV CAÑO 3"" X 6.40 MTS",072000494,213129.203,255755.0,281331.0,CAÑO GALVANIZADO,OFERTA,OFERTA,1.0,TUBONOR (PROVEEDOR),3706
38081,"GALV CURVA MH 3""",072000016,51100.088,66430.0,73073.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38082,"GALV CURVA HH 3""",072000035,54627.938,71016.0,78118.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,8.0,TUBONOR (PROVEEDOR),3706
38083,"GALV CURVA MH 45º 3""",072000053,40115.892,52151.0,57366.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,14.0,TUBONOR (PROVEEDOR),3706
38084,"GALV CURVA HH 45º 3""",072000067,40161.832,52210.0,57431.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-2.0,TUBONOR (PROVEEDOR),3706
38085,"GALV UNION DOBLE 3""",072000368,49142.769,63886.0,70274.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,9.0,TUBONOR (PROVEEDOR),3706
38086,"GALV TEE 3""",072000154,28007.71,36410.0,40051.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-4.0,TUBONOR (PROVEEDOR),3706
38087,"GALV CUPLA 3""",072000243,17930.119,23309.0,25640.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,19.0,TUBONOR (PROVEEDOR),3706
38088,"GALV ENTREROSCA 3""",072000264,12291.656,15979.0,17577.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,5.0,TUBONOR (PROVEEDOR),3706
38089,"GALV BUJE 3"" X 1""",27.20.43.05,25548.654000000002,38323.0,42155.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,GUIDOLI - FLORIO S.R.L.,3617
38090,"GALV BUJE 3"" X 2 1/2""",072000223,11993.131,15591.0,17150.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,5.0,TUBONOR (PROVEEDOR),3706
38091,"GALV ENTREROSCA 2 1/2""",072000263,8418.445,10944.0,12038.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,2.0,TUBONOR (PROVEEDOR),3706
38092,"GALV UNION DOBLE 2 1/2""",072000367,34242.276,44515.0,48966.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,5.0,TUBONOR (PROVEEDOR),3706
38093,"GALV CURVA HH 2""",072000029,15485.43,20131.0,22144.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,21.0,TUBONOR (PROVEEDOR),3706
38094,"GALV CUPLA 2""",072000241,6434.624,8365.0,9202.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-17.0,TUBONOR (PROVEEDOR),3706
38095,"GALV CUPLA 2"" X 1""",,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38096,"GALV TEE 2""",072000152,10961.674,14250.0,15675.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,8.0,TUBONOR (PROVEEDOR),3706
38097,"GALV NIPLE 20 CM 2""",072000507,7621.545,9908.0,10899.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38098,"GALV NIPLE 20 CM 3""",072000509,20088.13,26115.0,28726.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,2.0,TUBONOR (PROVEEDOR),3706
38099,"GALV NIPLE 40 CM X 4""",27.30.21.11,55218.858,71785.0,78963.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,20.0,GUIDOLI - FLORIO S.R.L.,3617
38100,"GALV BRIDA 4""",072000198,44427.142,57755.0,63531.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,2.0,TUBONOR (PROVEEDOR),3706
38101,"GALV BRIDA 1 1/4""",072000193,8559.396,11127.0,12240.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-2.0,TUBONOR (PROVEEDOR),3706
38102,"GALV CURVA HH 4""",072000036,106749.637,138775.0,152652.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,20.0,TUBONOR (PROVEEDOR),3706
38103,"GALV CURVA MH 45º 4""",072000054,71857.868,93415.0,102757.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38104,"GALV CURVA HH 45º 4""",072000068,74386.937,96703.0,106373.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38105,"GALV UNION DOBLE 4""",072000369,93900.03600000001,122070.0,134277.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,7.0,TUBONOR (PROVEEDOR),3706
38106,"GALV CODO MH 4""",072000136,46225.201,60093.0,66102.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38107,"GALV CURVA MH 2""",072000012,18042.21,23455.0,25800.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-4.0,TUBONOR (PROVEEDOR),3706
38108,"GALV CURVA MH 45º 2""",072000050,14175.389000000001,18428.0,20271.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38109,"GALV BUJE 2"" X 1/2""",072000218,4202.845,5464.0,6010.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38110,"GALV BUJE 3"" X 2""",072000222,13669.187,17770.0,19547.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38111,"GALV BUJE 2"" X 3/4""",072000217,4252.099,5528.0,6081.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38112,"GALV BRIDA 2""",072000195,11245.805,14620.0,16082.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38113,"GALV BUJE 2 1/2 X 2""",072000219,8357.672,10865.0,11951.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-15.0,TUBONOR (PROVEEDOR),3706
38114,"GALV BUJE 2"" X 1 1/4""",072000215,5098.14,6628.0,7290.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38115,"GALV BUJE 1"" 1/4 X 1""",072000207,2280.928,2965.0,3262.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38116,"GALV BUJE 4"" X 3""",072000231,25320.916,32917.0,36209.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,6.0,TUBONOR (PROVEEDOR),3706
38117,"GALV CUPLA 4""",072000244,35208.962,45772.0,50349.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-2.0,TUBONOR (PROVEEDOR),3706
38118,"GALV UNION DOBLE 1 1/4 """,072000362,10455.798,13593.0,14952.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,5.0,TUBONOR (PROVEEDOR),3706
38119,"GALV NIPLE 20 CM 1 1/4 """,072000505,4580.7390000000005,5955.0,6550.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38120,"GALV CURVA HH 1 1/4 """,072000027,7915.079,10290.0,11319.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38121,"GALV ENTREROSCA 1 1/4 """,072000258,3345.905,4350.0,4785.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38122,GALV BUJE 1 1/2 X 1 1/4,072000210,2840.349,3692.0,4062.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38123,"GALV BUJE 2 X 1 1/2 """,072000214,4726.238,6144.0,6759.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38124,"GALV CURVA MH 1""",072000009,5100.0160000000005,6630.0,7293.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38125,"GALV CURVA HH 1""",072000026,4317.484,5613.0,6174.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38126,"GALV NIPLE 15 CM 1""",072000452,2702.07,3513.0,3864.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38127,"GALV CODO HH 2""",072000086,7817.951,10163.0,11180.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-1.0,TUBONOR (PROVEEDOR),3706
38128,"GALV CODO HH 45º X 2""",072000143,14660.414,19059.0,20964.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38129,"GALV TAPA H 2""",072000300,4512.367,5866.0,6453.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38130,"GALV CONEXION LARGA 1 """,,0.0,0.0,0.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,AAA VARIOS,3714
38131,"GALV CURVA MH 45º 1""",072000044,3805.578,4947.0,5442.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38132,"GALV NIPLE 12 CM 1""",072000436,2247.69,2922.0,3214.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38133,"GALV NIPLE 20 CM 1""",072000504,3574.934,4647.0,5112.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
38134,"GALV TAPON M 2""",072000279,3369.218,4380.0,4818.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
39001,"CUPLA FF 1""",055000364,612.497,796.0,876.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39002,"CUPLA FF 3/4""",055000363,416.765,542.0,596.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39003,"CUPLA FF 1 A 1/2""",055000419,1568.1670000000001,2039.0,2242.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39004,"CUPLA FF 1 1/4""",055000365,1452.103,1888.0,2077.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39005,"CURVA 90º  FF 1""",055000104,1520.8020000000001,1977.0,2175.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39006,CURVA 90º FF 1 1/4 CONFORMADA,055000105,3944.288,5128.0,5640.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39007,CODO FF 1 1/4,055000005,1796.53,2335.0,2569.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39008,"CODO FF 1""",055000004,796.697,1036.0,1139.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39009,"CODO F 1"" ROSCA METALICA",055000023,4731.727,6151.0,6766.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39010,"CODO FF 3/4""",055000003,523.354,680.0,748.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39011,"CODO F 3/4"" ROSCA METALICA",055000022,2410.981,3134.0,3448.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39012,TEE FF 1 1/4,055000165,2548.129,3313.0,3644.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39013,BUJE FF 1 1/4 A 1,055000695,459.379,597.0,657.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39014,TEE FF 1 A 3/4,055000233,1496.162,1945.0,2140.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39015,TEE FRMF 1 A 3/4,055000314,4531.904,5891.0,6481.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39016,CODO FF 1 1/4 A 1,055000054,2749.703,3575.0,3932.0,SIN ASIGNAR,FUSION,FUSION,0.0,TUBONOR (PROVEEDOR),3706
39017,"VALVULA DE PASO FF 1""",,0.0,0.0,0.0,SIN ASIGNAR,FUSION,FUSION,0.0,AAA VARIOS,3714
39018,"VALVULA DE PASO FF 2""",,0.0,0.0,0.0,SIN ASIGNAR,FUSION,FUSION,0.0,AAA VARIOS,3714
