ID,ARTICULO,COD. PROV,COSTO,$ VENTA1,$ VENTA 2,MARCA,ITEM,Items,Stock,PROVEEDOR,NRO DE CLIENTE
3052,LADRILLO AISLANTE 60 X 20 X 20,,324.282,357.0,474.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,ADICEM,5366
3054,TEJA FRANCESA ESMAL/NATURAL,,0.0,0.0,0.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3056,CUMBRERAS LISAS GALV N 24 0.60 X 2.44 MT,,23271.948,30254.0,33279.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,GIACOSA EUGENIO,3615
4001,ZZZABERTURAS VARIAS,,1.833,2.0,2.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,-994258.0,AAA VARIOS,3714
4002,VEN. ABRIR LIV. 1 X 1,,120104.37,138120.0,151932.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4003,"VEN. ABRIR LIV. 1,20 X 1",,132445.112,152312.0,167543.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4004,"VEN. ABRIR LIV. 1,50 X 1",,145606.677,167448.0,184192.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4005,VEN. CORR. LIV. 1 X 1,,120104.37,138120.0,151932.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4006,"VEN. CORR. LIV. 1,20 X 1",,132445.112,152312.0,167543.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4007,"VEN. CORR. LIV. 1,50 X 1",,145606.677,167448.0,184192.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4008,VEN. ABRIR LIV. C/REJA 1 X 1,,173576.391,199613.0,219574.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4009,"VEN. ABRIR LIV. C/REJA 1,20 X 1",,188219.141,216452.0,238097.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4010,"VEN. ABRIR LIV. C/REJA 1,50 X 1",,231161.169,265835.0,292419.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4011,VEN. CORR. LIV. C/REJA 1 X 1,,173576.391,199613.0,219574.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4012,CELOCIAS ST,,0.0,0.0,0.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,AAA VARIOS,3714
4013,"VEN. CORR. LIV. C/REJA 1,50 X 1",,231161.169,265835.0,292419.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4014,VEN. ABRIR LIV. C/CEL. 1 X 1,,184685.28,212388.0,233627.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4015,"VEN. ABRIR LIV. C/CEL. 1,20 X 1",,229845.382,264322.0,290754.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4016,"VEN. ABRIR LIV. C/CEL. 1,50 X 1",,212832.483,276682.0,304350.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4017,VEN. CORR. LIV. C/CEL. 1 X 1,,184685.28,212388.0,233627.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4018,"VEN. CORR. LIV. C/CEL. 1,20 X 1",,229845.382,264322.0,290754.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4019,"VEN. CORR. LIV. C/CEL. 1,50 X 1",,289568.004,333003.0,366304.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4020,ZZZA VEN. ABRIR STANDAR 1 X 1,,118915.21800000001,138120.0,151932.0,COOETAM,ABERTURAS,ABERTURAS,-4.0,CORRALON SALTA ( CORREGIR DATOS),4725
4021,"ZZZA VEN. ABRIR STANDAR 1,20 X 1",,131133.774,152312.0,167543.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4022,PAÑO FIJO EKO BLANCO 100 X 100,,121032.997,139188.0,153107.0,COOETAM,ABERTURAS,ABERTURAS,1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4023,ZZZA VEN. CORR. STANDAR 1 X 1,,118915.21800000001,138120.0,151932.0,COOETAM,ABERTURAS,ABERTURAS,1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4024,"ZZZA VEN. CORR. STANDAR 1,20 X 1",,131133.774,152312.0,167543.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4025,"ZZZA VEN. CORR. STANDAR 1,50 X 1",,144165.027,167448.0,184192.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4026,ZZZA VEN. ABRIR ST.C/REJA 1 X 1,,171857.813,199613.0,219574.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4027,"ZZZA VEN. ABRIR ST.C/REJA 1,20 X 1",,186358.029,216455.0,238100.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4028,"ZZZA VEN. ABRIR ST.C/REJA 1,50 X 1",,228872.44400000002,265835.0,292419.0,COOETAM,ABERTURAS,ABERTURAS,-10.0,CORRALON SALTA ( CORREGIR DATOS),4725
4030,"ZZZA VEN. CORR. ST.C/REJA 1,20 X 1",,284583.094,330543.0,363598.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4031,"ZZZA VEN. CORR. ST.C/REJA 1,50 X 1",,362449.196,420985.0,463083.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4032,ZZZA VEN. ABRIR ST.C/CEL. 1 X 1,,182856.71300000002,212388.0,233627.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4033,"ZZZA VEN. ABRIR ST.C/CEL. 1,20 X 1",,227569.685,264322.0,290754.0,COOETAM,ABERTURAS,ABERTURAS,1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4034,"ZZZA VEN. ABRIR ST.C/CEL. 1,50 X 1",,286700.994,333003.0,366304.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4035,ZZZA VEN. CORR. ST.C/CEL. 1 X 1,,182856.71300000002,212388.0,233627.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4036,"ZZZVEN. CORR. ST.C/CEL. 1,20 X 1",17,12596.787,16376.0,18013.0,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4037,"ZZZVEN. CORR. ST.C/CEL. 1,50 X 1",18,16280.753,21165.0,23281.0,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4038,VEN. ABRIR PESADA C/CEL Y C/R 1 X 1,,390225.0,468270.0,515097.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4039,"VEN. ABRIR PESADA 1,20 X 1",,158934.134,182774.0,201052.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4040,"VEN. ABRIR PESADA 1,50 X 1",,174728.013,200937.0,221031.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4041,VEN. CORR. PESADA 1 X 1,,144125.244,165744.0,182318.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4042,"VEN. CORR. PESADA 1,20 X 1",,158934.134,182774.0,201052.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4043,"ZZZA VEN. CORR. PESADA 1,50 X 1,00",,172998.032,200937.0,221031.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4044,VEN. ABRIR PESA. C/REJA 1 X 1,,208291.67,239535.0,263489.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4045,"VEN. ABRIR PESA. C/REJA 1,20 X 1",,225862.969,259742.0,285717.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4046,"VEN. ABRIR PESA. C/REJA 1,50 X 1",,277393.402,319002.0,350903.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4047,ZZZA VEN. CORR. PESA.C/REJA 1 X 1,,206229.375,239535.0,263489.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4048,"VEN. CORR. PESA. C/REJA 1,20 X 1",,225862.969,259742.0,285717.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4049,"VEN. CORR. PESA. C/REJA 1,50 X 1",,277393.402,319002.0,350903.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4050,PUERTA MET.LIV. CIEGA 0.80 IZQ.,,8366.168,10876.0,11964.0,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4051,VEN. ABRIR PESA. C/CEL. 1 X 1,,221622.336,254866.0,280352.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4052,PUERTA PLACA D 0.85 X 2.00 MTS M/CHAPA,,79962.85,119944.0,131939.0,KAMSA,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4053,"VEN. ABRIR PESA. C/CEL. 1,2 0 X 1,00",,275814.458,317187.0,348905.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4054,PUERTA PLA D 80 X 2 MT C/ PLASTICA,,3352.91,4359.0,4795.0,KAMSA,ABERTURAS,ABERTURAS,0.0,KRAMSA,3643
4055,"VEN. ABRIR PESA. C/CEL. 1,50 X 1",,347481.605,399604.0,439564.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4056,PUERTA PLACA D P/BA O 0.70 X 2 DER.,,78297.89,101787.0,111966.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,AAA VARIOS,3714
4057,VEN. CORR. PESA. C/CEL 1 X 1,,221622.336,254866.0,280352.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4059,"VEN. CORR. PESA. C/CEL. 1,20 X 1",,275814.458,317187.0,348905.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4061,"VEN. CORR. PESA. C/CEL. 1,50 X 1",,347481.605,399604.0,439564.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4069,PUERTA 560 LISA CIEGA 089 X 207,,266200.0,332750.0,366025.0,COOETAM,ABERTURAS,ABERTURAS,-2.0,COOETAM LTDA.,3637
4084,VENTILUZ MET. 40 X 60 C/REJA,,5609.136,7292.0,8021.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4091,"VEN. CORR. LIV. C/REJA 1,20 X 1",,188219.141,216452.0,238097.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4102,ZZPUERTA PLACA D 0.60 X 2.00 MTS DER.,,45151.513,54182.0,59600.0,KAMSA,ABERTURAS,ABERTURAS,0.0,KRAMSA,3643
4104,VIDRIO TRANSPARENTE 4 MM,,916.575,1375.0,1512.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,-1.0,AAA VARIOS,3714
4108,ZZPUERTA MET.ST. 1/4 RA 0.80 IZQ.,,1164.032,2162.9030000000002,2379.193,COOETAM,ABERTURAS,ABERTURAS,-2.0,COOETAM LTDA.,3637
4109,PUERTA PRIMMA GR. 90 X 2 MT - D -,OBK00086,491139.0,638481.0,702329.0,COOETAM,ABERTURAS,ABERTURAS,-5.0,CORRALON SALTA ( CORREGIR DATOS),4725
4111,ZZPUERTA MET.ST. 1/2 R/LA. 0.80 IZQ,,1145.555,2128.569,2341.426,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4112,PUERTA TABLEROS I 0.80 X 2.00 MTS.,,90740.925,108889.0,119778.0,KAMSA,ABERTURAS,ABERTURAS,0.0,AAA VARIOS,3714
4113,ZZPUERTA PLACA I 0.70 X 2.00 MTS M/CHAPA,,45151.513,54182.0,59600.0,KAMSA,ABERTURAS,ABERTURAS,0.0,KRAMSA,3643
4114,PUERTA PLA I 80 X 2 MT C/ PLASTICA,,3352.91,4359.0,4795.0,KAMSA,ABERTURAS,ABERTURAS,0.0,KRAMSA,3643
4123,PUERTA MET.LIV. CIEGA 0.80 DER.,,21271.933,27654.0,30419.0,COOETAM,ABERTURAS,ABERTURAS,1.0,COOETAM LTDA.,3637
4125,VIDRIO TRANSPARENTE 3 MM M2,,0.0,0.0,0.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,AAA VARIOS,3714
4126,RAJA COLONIAL 30 X 80,,4658.435,6056.0,6662.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4127,ZZZA VEN. ABRIR ST.C/CL Y R. 1 X 1,,251351.75100000002,291945.0,321140.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4131,"ZZZVEN. COR. ST.120 X 1,00",,923.908,1367.0,1504.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,AAA VARIOS,3714
4132,VENTILUZ MET. 60 X 46 C/REJA Y C/VIDRIO,,38496.15,50045.0,55049.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,-1.0,COOETAM LTDA.,3637
4133,ZZZA VEN. CORR. ST.C/REJA 1 X 1,,171857.813,199613.0,219574.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4137,VENTILUZ MET. 30 X 40,,6903.845,8975.0,9872.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4144,VENTILUZ MET. 40 X 20,,3018.475,3924.0,4316.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4147,VENTILUZ MET. 80 X 30,,5157.552,6705.0,7375.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,1.0,COOETAM LTDA.,3637
4154,VENTILUZ MET. 60 X 30 C/REJA,,8247.869,10722.0,11794.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4155,VENTILUZ MET. 40 X 30 C/REJA,,3565.129,4635.0,5098.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4157,ZZPUERTA MET.ST. 1/4 RA 0.80 DER,,1145.555,2128.569,2341.426,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4162,ZZPUERTA MET.ST.1/2 R/LA. 0.80 DER,,1145.555,2128.569,2341.426,COOETAM,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4163,VENTILUZ MET. 80 X 30 C/REJA,,6084.486,7910.0,8701.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4166,PUERTA PLACA I 70 X 2 MTS M/MADERA,,72600.0,94400.0,103840.0,KAMSA,ABERTURAS,ABERTURAS,2.0,CORRALON SALTA ( CORREGIR DATOS),4725
4167,PUERTA PLACA I 80 X 2 MTS M/MADERA,,72600.0,94400.0,103840.0,KAMSA,ABERTURAS,ABERTURAS,-1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4170,PUERTA PLACA D 70 X 2 MTS M/MADERA,,72600.0,94400.0,103840.0,KAMSA,ABERTURAS,ABERTURAS,2.0,CORRALON SALTA ( CORREGIR DATOS),4725
4171,PUERTA PLACA D 80 X 2 MTS M/MADERA,,72600.0,94400.0,103840.0,KAMSA,ABERTURAS,ABERTURAS,2.0,CORRALON SALTA ( CORREGIR DATOS),4725
4172,VENT ALU EKO CZA BLANCA 123 X 093,,220015.994,253018.0,278320.0,COOETAM,ABERTURAS,ABERTURAS,-2.0,CORRALON SALTA ( CORREGIR DATOS),4725
4173,VENTILUZ ALUM. 60 X 36 C/VID. C/BARR. C/MOSQ.,,45472.402,59114.0,65025.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,-1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4182,VENTILUZ MET. 50 X 30 C/REJA,,3874.106,5036.0,5540.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4190,"ZZZA VEN. CORR. ST C/RJ Y CEL 1,20 X 1,00",,284583.094,330543.0,363598.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4192,"A VENT ABRIR ST CR Y CEL 1,20 X 1,00",,284583.094,330543.0,363598.0,COOETAM,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
4203,PUERTA PLACA NATIVA 080 X 200 - D,OBK00159,165770.0,215501.0,237051.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,-1.0,CORRALON SALTA ( CORREGIR DATOS),4725
4204,VENTILUZ MET. 40 X 120,,6726.209,8744.0,9618.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4205,RAJA C/REJA 30 X 80,,366.63,477.0,524.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,1.0,AAA VARIOS,3714
4206,RAJA C/REJA 40 X 100,,5466.53,7106.0,7817.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
4500,VENTILUZ MET. 60 X 100,,6892.582,8960.0,9856.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,COOETAM LTDA.,3637
5001,PLOMERIA VARIOS,,1.499,1.0,2.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-222328.0,AAA VARIOS,3714
5002,ABRAZADERA GAS 5/8,01.01.03.05,818.19,1227.0,1350.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,61.0,GUIDOLI - FLORIO S.R.L.,3617
5003,"BOYA TELGOPOR 1""",01.11.01.05,2840.1730000000002,4260.0,4686.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5004,CABEZAL PEIRANO TRANF. DUCHA,51.33.06.70,13067.056,19601.0,21561.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,7.0,GUIDOLI - FLORIO S.R.L.,3617
5005,SOPAPA DESTRANQUE CHICA,01.98.00.01,1725.0610000000001,2588.0,2846.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-57.0,GUIDOLI - FLORIO S.R.L.,3617
5006,"ABRAZADERA BULON DE 063 X 1""",028001011,11935.952000000001,15517.0,17068.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,8.0,TUBONOR (PROVEEDOR),3706
5007,FLEXIBLE RD PVC 50 CM,037000523,1763.4940000000001,2293.0,2522.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,23.0,TUBONOR (PROVEEDOR),3706
5008,BRAZO LARGO P/ ALUMBRADO PUBLICO,,9315.778,13974.0,15371.0,SIN ASIGNAR,ELECTRICIDAD,ELECTRICIDAD,-45.0,AAA VARIOS,3714
5009,"VALVULA RET. HOR. CLAPETA BCE 4""",075000163,856054.493,1112871.0,1224158.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,1.0,TUBONOR (PROVEEDOR),3706
5010,BRAZO DUCHA METAL,01.18.01.01,13977.146,20966.0,23062.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5011,"VALVULA RET. INTERM. PVC 3/4"" PVC",025000800,3529.5950000000003,4588.0,5047.0,DUKE,PLOMERIA,PLOMERIA,3.0,TUBONOR (PROVEEDOR),3706
5012,FLOR DUCHA,01.55.00.01,3544.2110000000002,5316.0,5848.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-3.0,GUIDOLI - FLORIO S.R.L.,3617
5013,"VALVULA RET. INTERM. PVC 1""",025000805,4038.378,5250.0,5775.0,DUKE,PLOMERIA,PLOMERIA,6.0,TUBONOR (PROVEEDOR),3706
5014,FLEXIBLE CROMADO 1/2 X 20 CM DUKE,037000005,6961.868,9050.0,9955.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
5015,VALVULA DE ADMISION P/MOC. BCE,51.25.00.36,12176.049,18264.0,20090.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,13.0,GUIDOLI - FLORIO S.R.L.,3617
5016,FLEXIBLE CROMADO 1/2 X 25 CM DUKE,037000006,7859.5960000000005,10217.0,11239.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
5017,CANILLA P/LAVARROPA  CROMADA,53.71.11.83,11806.515,17710.0,19481.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,3.0,GUIDOLI - FLORIO S.R.L.,3617
5018,FLEXIBLE CROMADO 1/2 X 30 CM DUKE,037000007,8550.937,11116.0,12228.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-2.0,TUBONOR (PROVEEDOR),3706
5019,FLOTANTE PVC DEP. MONKOTO,51.29.00.17,4421.086,6632.0,7295.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-17.0,GUIDOLI - FLORIO S.R.L.,3617
5020,FLEXIBLE CROMADO 1/2 X 35 CM DUKE,037000008,9237.377,12009.0,13209.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-4.0,TUBONOR (PROVEEDOR),3706
5021,REJA ALUMINIO 10 X 10,,6897.0,10346.0,11380.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,HEFESTOS FUNDICION,4790
5022,FLEXIBLE CROMADO 1/2 X 40 CM DUKE,037000009,10565.696,13735.0,15109.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
5023,VALVULA P/ MINGITORIO A PISTON,046000147,31035.252,40346.0,44380.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-1.0,TUBONOR (PROVEEDOR),3706
5024,FLEXIBLE CROMADO 1/2 X 50 CM DUKE,037000010,11883.408,15448.0,16993.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
5026,FLEXIBLE CROMADO 3/4 X 30 CM,037000017,11010.912,14314.0,15746.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,7.0,TUBONOR (PROVEEDOR),3706
5027,REJA ALUMINIO 30 X 30,,20086.0,30129.0,33142.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,HEFESTOS FUNDICION,4790
5028,CONEXION P/INODORO/MOCHILA ART.,01.29.21.03,3720.774,5581.0,6139.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,3.0,GUIDOLI - FLORIO S.R.L.,3617
5029,GRAMPA OMEGA P/PVC DE 63,01.49.00.09,741.791,1113.0,1224.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,7.0,GUIDOLI - FLORIO S.R.L.,3617
5030,"INCENDIO VALVULA TIPO TEATRO 2 1/2""",047000123,128013.011,166417.0,183059.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
5031,ZZZCAÑO COBRE 3/8 X MT,,94.108,122.0,135.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,AAA VARIOS,3714
5032,BOYA TRIPLE REGULACION,51.01.00.01,6378.273,9567.0,10524.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,21.0,GUIDOLI - FLORIO S.R.L.,3617
5033,REJA ALUMINIO 15 X 15,,9922.0,14883.0,16371.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,HEFESTOS FUNDICION,4790
5034,GOMA P/ DESBORDE,51.25.00.21,3691.141,5537.0,6090.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,3.0,GUIDOLI - FLORIO S.R.L.,3617
5036,TAPA INSPECCION PVC,51.01.00.07,2236.262,3354.0,3690.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5037,MANIJA CROMADA P/MOCHILA PVC,51.25.00.09,4045.853,6069.0,6676.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-1.0,GUIDOLI - FLORIO S.R.L.,3617
5038,TAPA PVC EXTERIOR P/DEP.,51.01.00.06,2236.262,3354.0,3690.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-5.0,GUIDOLI - FLORIO S.R.L.,3617
5039,PALANCA P/DESBORDE MOCHILA,51.25.00.11,1522.289,2283.0,2512.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5040,TAPA ACERO INOXIDABLE P/DEPOSITO,01.85.01.07,4907.203,7361.0,8097.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-1.0,GUIDOLI - FLORIO S.R.L.,3617
5042,PULSADOR PLASTICO,51.01.00.10,4272.244,6408.0,7049.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-10.0,GUIDOLI - FLORIO S.R.L.,3617
5043,VALVULA DE ADMISION P/MOC. PVC,51.25.00.47,4221.9800000000005,6333.0,6966.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,3.0,GUIDOLI - FLORIO S.R.L.,3617
5044,PULSADOR BRONCE,51.53.00.02,8330.777,12496.0,13746.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5048,PISTON P/FLOTANTE BCE.,51.53.00.05,2053.6730000000002,3081.0,3389.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,GUIDOLI - FLORIO S.R.L.,3617
5049,ARANDELA PLASTICA SUJETA TAPA,51.01.00.08,1143.281,1715.0,1886.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-1.0,GUIDOLI - FLORIO S.R.L.,3617
5050,"LLAVE CADENA USO PESADO 2.5""",,107866.902,161800.0,177980.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,AAA VARIOS,3714
5051,TAPA C/PULSADOR PVC DEPOSITO INOD.,51.01.00.05,4677.049,7016.0,7717.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,-5.0,GUIDOLI - FLORIO S.R.L.,3617
5052,FUELLE P/INODORO DE 0.50,040000074,2419.952,3146.0,3461.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,11.0,TUBONOR (PROVEEDOR),3706
